"","personid","yob","sex","edu","childincomecompare","adultincome","y92_simscore","y04_letterflu","y04_catflu","y04_simscore","y04_digit","y04_imrecall","y11_remember","y11_solve","y11_letterflu","y11_catflu","y11_digit","y11_imrecall","y04_involvechar","y04_involveorgs","y04_volrarelythink","y04_volloss","y04_volselfimport","y04_involvehobby","y04_involveinstru10","y04_involveinstru35"
"404",901331,38,1,-2,3,43500,12,17,15,5,0,5,1,1,18,16,0,6,1,1,4,4,4,1,2,2
"406",901334,37,1,-2,3,31670,3,5,5,3,4,3,2,1,6,11,2,3,1,1,5,5,6,1,3,3
"410",901343,39,2,1,2,47000,9,7,19,10,6,5,1,1,5,17,9,4,1,2,4,6,5,1,3,3
"411",901344,39,2,-2,3,35075,8,8,-3,3,8,7,1,1,-30,-30,-30,-30,1,4,6,4,4,4,3,3
"412",901358,39,1,-2,4,5200,3,-3,15,3,10,6,1,1,-3,-3,5,5,1,1,3,5,4,-3,3,3
"415",901361,40,2,3,5,113000,8,14,25,6,-4,6,2,2,16,23,6,8,1,1,1,7,7,1,3,3
"421",901379,39,1,-2,3,20000,6,6,-2,6,7,5,1,1,5,-2,5,4,-3,-3,-3,-3,-3,-3,-3,-3
"423",901387,39,2,-2,4,57000,7,20,-2,5,10,8,2,1,20,-2,6,7,2,1,7,6,6,-3,3,2
"424",901395,39,1,2,3,76000,10,7,21,10,6,5,1,1,10,15,5,5,1,1,7,1,1,1,-3,-3
"427",901402,39,2,2,3,98000,7,-2,-2,8,-2,-2,1,1,9,-2,-2,-2,1,1,1,7,7,1,3,3
"428",901404,39,2,-2,4,0,4,6,20,4,10,7,2,1,6,19,6,5,1,1,1,6,6,1,3,3
"429",901410,39,1,2,3,0,6,-2,-2,6,-2,-2,2,2,15,-2,-2,-2,2,2,5,5,5,1,2,2
"430",901411,39,2,-2,3,24000,4,11,-2,4,6,7,1,1,11,-2,6,5,1,1,4,6,5,1,3,3
"433",901414,39,1,-2,3,45900,12,6,13,5,0,8,2,1,10,13,1,3,1,1,2,1,2,1,3,3
"436",901429,39,1,2,2,68000,10,7,19,4,11,4,2,1,5,16,10,4,1,1,6,2,4,4,3,3
"438",901436,39,2,2,3,64200,10,13,-2,8,12,10,1,1,9,-2,10,7,4,2,6,1,1,1,1,1
"439",901437,38,1,-2,4,34000,6,9,-2,4,-3,4,2,1,-3,-2,-2,-2,2,1,2,5,5,1,3,3
"441",901444,39,2,-2,3,0,5,4,22,3,6,7,2,2,3,27,6,7,1,1,1,1,1,1,3,3
"442",901445,39,2,-2,5,112124,12,-2,-2,-4,-2,-2,1,2,-4,-2,-2,-2,1,1,7,1,1,1,3,3
"444",901455,38,2,-2,3,0,9,-2,-2,5,-5,-2,1,1,-30,-30,-30,-30,2,1,4,4,4,1,3,3
"445",901463,39,1,-2,3,45000,8,-2,-2,6,-2,-2,1,1,12,-2,-2,-2,1,1,5,4,4,1,-3,-3
"446",901464,39,2,-2,3,72800,7,14,-2,5,6,6,2,1,12,-2,8,6,1,1,4,4,6,1,3,3
"449",901477,39,1,-2,3,0,5,5,-2,2,6,8,2,1,-4,-2,0,3,2,1,1,7,7,1,3,3
"450",901478,38,2,-2,3,16200,2,8,-2,3,9,6,1,1,7,-2,10,4,1,1,1,1,1,1,3,3
"453",901494,39,1,-2,3,63000,8,17,-2,5,11,1,2,1,10,-2,5,6,1,1,1,7,7,3,-3,-3
"455",901498,38,1,-2,3,39525,10,-2,-2,7,-2,-2,1,2,6,-2,-2,-2,1,1,1,7,7,1,3,3
"457",901500,40,1,-2,3,41700,7,9,24,4,6,5,1,1,7,18,11,6,1,1,6,5,3,1,-3,-3
"460",901506,39,2,-2,3,82000,5,11,26,8,6,4,1,1,18,27,6,6,3,4,7,4,4,3,1,1
"462",901514,39,2,-2,3,0,5,12,16,6,7,6,1,1,-4,-4,5,6,-3,-3,-3,-3,-3,-3,-3,-3
"463",901516,39,2,2,4,95000,7,-2,-2,5,-2,-2,1,1,17,-2,-2,-2,3,1,6,2,2,3,3,3
"464",901522,39,1,-2,-3,58400,4,12,17,5,6,5,1,2,15,16,10,5,2,1,6,5,5,1,3,3
"466",901525,39,1,-2,4,34800,8,15,-2,7,5,6,1,1,13,-2,5,4,1,1,5,5,5,1,3,3
"467",901527,39,1,-2,3,12000,4,-2,-2,3,-2,-2,2,2,10,-2,-2,-2,1,1,4,6,6,1,3,3
"468",901529,39,2,4,4,140000,10,-2,-2,7,-2,-2,1,1,12,-2,-2,-2,1,1,5,4,4,1,3,2
"470",901544,39,2,-2,3,10000,9,11,36,6,7,9,1,1,14,31,9,8,5,1,7,1,3,2,1,1
"473",901557,39,2,-2,4,70000,11,-4,-2,-4,10,8,1,1,19,-2,10,8,1,1,7,1,1,1,3,3
"474",901559,39,2,3,4,102000,9,13,23,8,12,7,2,1,12,22,9,7,1,1,4,6,5,1,3,2
"479",901584,39,2,-2,3,102000,9,15,25,4,7,8,1,1,15,25,8,8,1,1,6,2,2,1,3,3
"480",901588,38,1,-2,4,32000,6,-2,-2,7,-2,-2,1,1,7,-2,-2,-2,1,1,1,7,7,1,3,3
"481",901589,37,1,-2,3,30000,6,10,23,5,0,9,2,1,10,17,4,4,3,1,5,4,6,5,3,3
"488",901629,39,2,-2,3,17900,7,12,22,4,7,5,1,1,9,18,9,8,1,1,4,2,3,1,3,3
"496",901653,38,1,2,3,43536,10,-3,-2,8,11,9,1,1,11,-2,5,6,1,1,1,7,7,1,2,1
"497",901654,39,2,-2,3,43000,14,14,-2,11,6,6,1,1,15,-2,8,7,3,3,5,3,3,1,3,3
"502",901670,39,2,-2,3,30000,8,9,-2,4,12,7,1,1,8,-2,8,7,1,1,1,7,7,1,3,3
"504",901678,39,2,-2,5,29960,5,17,-2,6,10,9,1,1,-4,-2,8,6,3,1,7,6,4,1,-3,-3
"506",901682,39,1,3,3,105000,9,10,-2,9,9,9,1,1,15,-2,10,5,1,1,6,2,2,1,2,1
"507",901688,39,2,-2,3,43200,6,15,-2,9,6,5,1,1,7,-2,6,6,2,-3,4,5,6,1,-3,-3
"509",901705,39,1,-1,3,99000,11,12,23,9,8,5,1,1,16,19,6,5,1,1,4,4,6,4,3,3
"512",901713,39,1,-2,3,106000,9,15,22,9,8,6,1,1,16,25,10,6,3,1,7,3,3,1,3,3
"514",901716,39,1,-2,3,125000,8,14,29,8,10,6,2,1,15,27,10,7,1,1,3,4,7,1,3,3
"516",901720,40,2,-2,3,50700,9,7,-2,8,6,6,1,1,10,-2,6,7,1,1,4,4,4,1,2,3
"518",901736,39,1,2,3,72000,7,-2,-2,4,-2,-2,1,1,15,-2,-2,-2,1,1,7,4,4,1,3,3
"519",901742,39,2,-2,3,54200,8,10,26,7,10,5,1,1,15,25,8,5,1,1,6,5,6,1,3,2
"520",901748,39,1,3,2,178500,8,9,28,9,0,10,1,1,13,32,5,5,2,1,4,6,7,1,3,3
"522",901756,39,2,-2,3,0,-3,17,32,6,0,6,2,1,-30,-30,-30,-30,5,1,7,2,2,3,3,3
"524",901761,39,1,-2,4,0,2,-3,-2,4,6,4,2,1,11,-2,4,5,1,1,6,5,6,1,3,3
"526",901766,39,1,2,4,145000,10,18,23,9,7,9,1,1,10,30,5,7,1,2,2,5,6,1,3,3
"528",901769,39,1,-2,3,87000,5,-2,-2,6,-2,-2,1,1,13,-2,-2,-2,1,1,7,6,6,5,3,3
"532",901777,39,2,-2,4,62000,13,17,24,9,11,7,2,1,18,21,8,6,1,1,7,2,2,1,3,3
"538",901793,39,2,-2,3,95400,12,19,22,7,9,10,1,1,14,23,9,6,1,1,5,6,6,1,3,3
"539",901794,39,2,-2,2,103600,10,15,22,9,11,9,2,2,12,13,6,6,3,1,4,6,4,5,3,3
"542",901803,39,2,-2,3,43000,5,9,-4,5,5,7,1,1,9,18,7,5,2,2,3,7,1,1,3,3
"544",901812,39,1,-2,3,30500,5,-2,-2,3,-2,-2,1,2,9,-2,-2,-2,1,1,7,1,1,1,3,3
"545",901813,39,2,2,3,1e+05,9,13,22,8,10,8,1,1,13,27,9,8,1,1,3,6,6,1,2,1
"547",901820,39,2,-2,3,1850,8,9,21,3,5,5,2,1,11,21,4,5,1,2,1,-3,-3,1,3,3
"550",901825,39,1,-2,3,80000,5,-2,-2,3,-2,-2,1,1,11,-2,-2,-2,3,2,4,3,2,1,3,3
"553",901839,39,1,-2,3,80000,9,6,-2,7,5,3,1,1,-30,-30,-30,-30,2,1,3,3,4,1,-3,-3
"554",901842,39,1,-2,3,43000,9,16,19,6,6,5,2,1,9,21,6,5,1,1,7,1,1,3,3,3
"555",901847,39,2,3,3,20000,11,14,30,9,6,4,2,1,14,22,7,8,1,1,7,1,1,1,3,3
"559",901862,38,2,-2,2,130920,8,15,-2,10,-5,5,2,1,8,-2,6,6,2,1,4,3,5,1,3,2
"560",901864,39,2,2,3,54500,13,9,22,8,6,6,2,1,13,23,8,5,4,1,7,3,2,1,3,3
"564",901879,39,1,4,3,126019,10,24,35,9,11,9,1,1,22,38,11,7,1,2,4,6,6,1,3,3
"565",901886,40,2,2,3,55000,11,15,35,6,10,8,1,1,12,27,8,5,4,1,7,3,3,1,3,3
"568",901894,39,2,-2,3,0,4,-2,-2,4,-2,-2,2,2,14,-2,-2,-2,3,2,4,6,6,1,2,1
"574",901918,40,1,-2,4,93500,10,9,-2,11,8,6,1,1,8,-2,5,7,1,1,1,7,7,4,3,3
"577",901925,39,2,-2,3,54000,7,6,17,6,9,6,1,1,4,14,9,3,1,1,-3,-3,-3,1,3,3
"578",901926,39,1,3,5,75000,7,13,22,7,9,7,2,1,13,11,11,4,-3,-3,-3,-3,-3,-3,-3,-3
"579",901927,39,2,2,3,70200,9,9,-2,6,8,7,1,1,13,-2,8,-2,2,-3,7,1,1,5,3,3
"580",901932,39,1,2,5,3e+05,10,7,21,10,7,8,1,1,6,21,8,6,1,1,2,7,7,1,3,3
"582",901937,39,1,3,3,62000,7,-2,-2,8,-2,-2,1,1,16,-2,-2,-2,1,1,4,2,2,1,3,3
"583",901944,39,2,2,-3,63020,5,-2,-2,7,-2,-2,1,1,10,-2,-2,-2,1,3,6,2,6,1,1,1
"588",901957,39,2,-2,3,36000,7,15,27,8,6,10,1,1,17,28,0,6,1,1,7,5,3,4,3,3
"592",901965,39,1,-2,3,36000,5,7,23,6,11,0,1,1,8,22,8,6,2,4,4,6,7,5,3,3
"594",901968,40,1,3,3,53500,9,-2,-2,7,-2,-2,1,1,6,-2,-2,-2,1,1,6,3,3,1,3,3
"595",901983,39,1,-2,3,70000,3,15,16,5,9,5,1,1,11,18,9,6,1,1,1,7,7,1,3,3
"598",901990,39,1,-2,3,77500,8,-2,-2,7,-2,-2,1,1,7,-2,-2,-2,1,1,4,2,5,1,3,3
"605",902011,39,1,-2,3,184000,8,-2,-2,7,-2,-2,1,1,15,-2,-2,-2,5,3,6,2,6,4,3,3
"607",902016,39,1,-2,4,75000,11,5,11,8,7,4,1,2,4,11,0,6,1,1,7,7,7,5,3,3
"609",902024,39,1,3,3,64700,9,13,16,9,9,6,1,1,-4,-4,5,4,1,1,5,4,3,1,3,3
"610",902027,39,2,-2,4,11010,5,-2,-2,4,-2,-2,2,1,11,-2,-2,-2,1,1,-3,-3,-3,1,3,3
"612",902029,40,2,2,3,44000,7,-2,-2,5,-2,-2,1,1,17,-2,-2,-2,1,1,5,7,5,5,2,1
"613",902032,38,1,-2,2,54180,10,-2,-2,7,-2,-2,1,1,4,-2,-2,-2,3,1,6,5,5,1,-3,-3
"615",902044,39,1,2,4,62000,7,-2,-2,4,-2,-2,1,1,10,-2,-2,-2,1,2,4,1,4,1,3,3
"616",902051,39,1,-2,3,49966,6,-2,-2,5,-2,-2,1,1,6,-2,-2,-2,3,3,7,1,1,1,3,2
"617",902055,39,1,3,3,43300,15,-2,-2,9,-2,-2,1,1,19,-2,-2,-2,1,1,7,1,1,1,3,3
"618",902058,38,2,-2,3,43700,5,9,-2,4,2,4,1,1,12,-2,2,5,2,1,6,4,4,1,3,3
"619",902059,39,1,-2,3,127500,6,14,30,4,7,4,1,2,12,25,6,6,1,1,4,4,4,1,3,3
"620",902061,39,1,3,4,113000,11,20,23,7,4,3,1,1,15,7,5,6,1,1,2,3,2,1,3,3
"621",902062,39,2,-2,3,66000,6,11,21,6,9,9,1,1,-3,16,9,5,1,1,4,5,6,1,3,3
"623",902072,39,1,4,3,74000,13,10,38,11,6,7,1,1,13,24,12,7,3,1,4,6,6,1,1,1
"624",902076,39,1,-2,3,160000,9,11,-2,12,0,4,1,1,5,-2,5,5,1,1,1,-3,7,1,3,3
"625",902081,39,2,2,3,63000,9,7,20,8,8,8,1,1,11,10,6,6,1,1,-3,-3,-3,4,3,3
"626",902082,39,2,2,3,0,10,13,-2,8,-3,6,1,1,15,-2,8,6,1,1,4,7,7,3,3,3
"629",902098,38,2,3,3,35000,10,-2,-2,10,-2,-2,1,1,8,-2,-2,-2,2,3,4,3,2,4,2,2
"630",902101,39,1,-2,3,177000,11,-2,-2,10,-2,-2,2,1,14,-2,-2,-2,1,1,2,6,6,1,3,3
"632",902107,39,1,2,3,120000,11,-2,-2,8,-2,-2,1,1,19,-2,-2,-2,1,1,5,3,3,1,3,3
"633",902109,40,2,-2,3,45500,6,-2,-2,7,-2,-2,1,1,17,-2,-2,-2,1,1,5,7,7,1,2,2
"635",902120,39,1,3,3,113500,8,12,16,10,10,5,1,1,21,15,10,7,1,1,3,4,6,4,3,2
"636",902121,39,2,-2,5,43500,2,-3,-2,-4,-3,7,1,1,-30,-30,-30,-30,1,1,6,-3,4,2,3,3
"637",902125,38,2,-2,3,77750,8,9,-2,7,11,5,1,1,16,-2,9,7,1,1,4,3,3,1,3,3
"644",902142,39,1,1,3,20760,6,-2,-2,6,-2,-2,2,2,11,-2,-2,-2,1,1,6,1,2,2,3,3
"645",902144,39,1,3,3,202000,11,14,-2,9,11,9,1,1,15,-2,7,6,1,1,5,5,3,1,3,3
"647",902146,38,2,-2,4,103000,11,-2,-2,6,-2,-2,1,1,10,-2,-2,-2,1,1,7,1,1,3,3,3
"649",902152,39,2,-2,3,41400,6,-2,-2,4,-2,-2,2,2,7,-2,-2,-2,3,1,3,4,3,1,3,3
"650",902155,39,2,3,2,63000,12,-2,-2,9,-2,-2,1,1,12,-2,-2,-2,4,1,7,2,4,1,3,3
"653",902169,39,2,-2,3,40050,11,11,29,9,0,8,2,1,7,23,6,5,3,3,7,3,2,1,3,3
"657",902181,39,2,-2,4,38000,4,11,17,4,6,6,1,1,14,23,6,4,3,1,4,5,4,5,3,3
"658",902182,39,2,2,3,83000,6,10,21,10,5,4,2,1,11,20,5,5,4,1,5,2,3,3,2,2
"660",902191,39,2,-2,2,30000,7,19,26,5,10,8,1,1,11,24,10,8,1,1,3,6,6,1,2,2
"662",902199,39,2,-2,3,27000,8,-2,-2,7,-2,-2,1,1,9,-2,-2,-2,3,1,3,6,6,1,3,3
"663",902204,38,2,-2,3,288000,9,15,18,7,8,5,1,1,12,21,8,6,4,1,6,3,3,1,3,3
"664",902205,38,2,-2,4,38500,7,6,25,9,9,7,2,2,11,0,6,7,1,1,2,6,5,4,3,3
"666",902222,39,2,-2,3,25150,6,-2,-2,-4,-2,-2,1,1,12,-2,-2,-2,1,1,1,6,6,1,3,3
"668",902225,39,1,-2,3,46000,12,8,14,4,7,5,2,3,-4,-4,9,6,1,1,3,7,2,1,3,3
"670",902232,39,1,2,3,132000,8,16,28,8,12,3,2,2,8,12,5,6,2,3,7,2,4,4,3,3
"673",902246,39,1,-2,3,53000,9,12,28,7,7,0,1,1,16,22,6,5,3,2,6,5,2,1,2,2
"674",902249,40,1,2,3,173000,7,-2,-2,-4,-2,-2,1,1,16,-2,-2,-2,2,3,5,7,7,1,3,3
"675",902252,39,2,2,3,69000,7,12,-2,9,9,9,1,1,8,-2,9,7,1,1,4,4,5,1,3,3
"677",902258,39,2,-2,3,108800,8,17,-2,5,11,7,1,1,6,-2,9,8,1,1,2,6,6,1,3,3
"679",902270,38,2,2,4,150000,10,-2,-2,6,-2,-2,1,1,17,-2,-2,-2,2,2,6,4,3,2,1,1
"680",902271,39,2,-2,3,55000,5,9,26,4,6,4,1,1,14,23,6,7,1,1,4,6,4,1,3,3
"682",902278,39,2,3,3,56800,9,11,25,5,6,9,1,1,15,27,10,6,1,1,2,6,4,1,2,2
"683",902279,39,1,1,4,59200,9,9,19,9,6,3,2,1,9,16,6,5,1,3,7,5,3,1,3,3
"684",902281,39,2,-2,3,52000,7,14,24,6,6,5,1,1,13,16,6,5,1,1,2,4,7,1,3,2
"685",902283,39,1,-2,3,80800,8,-4,-2,-4,12,9,2,1,4,-2,11,7,1,1,3,6,6,1,3,3
"686",902285,39,2,3,3,97000,8,10,17,5,11,7,1,1,14,15,6,6,1,1,5,5,5,3,2,2
"688",902291,40,2,-2,3,129000,3,-2,-2,3,-2,-2,1,1,5,-2,-2,-2,3,1,5,5,2,1,3,3
"690",902293,39,1,-2,3,82000,11,8,-2,7,5,4,1,1,13,-2,6,7,4,1,4,5,6,1,3,3
"691",902298,39,2,2,3,71000,9,9,25,12,6,7,2,2,12,24,10,6,2,2,7,1,1,2,3,3
"693",902309,39,2,-2,3,36200,8,11,8,6,5,6,2,2,9,14,5,6,1,1,3,2,2,2,3,3
"696",902326,39,2,-2,3,53100,6,-2,-2,-4,-2,-2,1,1,9,-2,-2,-2,1,1,1,7,7,1,3,3
"699",902335,39,2,-2,3,40910,11,8,-2,7,7,5,1,1,17,-2,6,5,1,1,3,7,4,2,3,3
"700",902337,38,2,-2,3,68000,3,-2,-2,4,-2,-2,2,1,7,-2,-2,-2,1,1,1,7,7,1,3,3
"702",902349,39,1,-2,3,53830,6,11,18,9,9,8,2,2,10,22,10,7,2,1,6,2,1,2,-3,-3
"705",902358,39,2,-2,3,90057,9,14,29,7,10,7,1,1,20,16,10,5,1,1,3,7,7,3,3,3
"708",902370,39,2,2,4,66000,4,8,22,8,6,4,1,1,9,16,8,5,1,1,6,1,1,1,3,3
"709",902374,39,1,-2,3,66040,8,11,-2,10,6,6,1,1,-30,-30,-30,-30,2,1,1,7,7,1,3,3
"710",902375,40,2,-2,4,45000,6,8,-2,3,12,10,1,1,7,-2,10,6,5,3,7,1,1,1,1,1
"711",902376,39,1,2,3,3e+05,8,16,-2,7,4,4,1,1,14,-2,6,5,-3,-3,1,7,1,-3,3,3
"712",902377,39,1,-2,3,35000,5,11,-2,8,4,6,2,2,11,-2,8,6,1,3,4,6,5,1,3,3
"716",902381,39,2,-2,3,9000,5,-2,-2,5,-2,-2,1,1,13,-2,-2,-2,1,1,1,7,7,1,3,3
"720",902393,39,2,-2,2,65000,7,18,-2,6,12,10,1,1,7,-2,12,10,1,1,1,7,7,1,3,3
"721",902395,40,2,-2,3,34000,5,9,20,6,8,6,1,1,9,9,6,5,1,1,2,6,4,2,3,3
"723",902399,39,2,-2,3,19100,8,25,22,8,10,6,1,1,21,17,9,6,1,1,2,6,5,1,3,3
"724",902400,39,1,-2,3,49000,7,10,27,10,10,7,1,1,14,20,12,7,1,1,6,4,2,1,1,2
"726",902407,39,2,-2,3,18600,1,-2,-2,4,-2,-2,1,1,13,-2,-2,-2,2,1,2,4,4,1,3,3
"727",902410,39,1,-2,4,0,-3,17,-2,8,1,0,1,1,13,-2,6,3,1,2,4,4,4,2,3,2
"730",902417,38,1,-2,3,45180,6,16,-2,6,8,6,1,1,20,-2,10,3,1,1,1,6,2,1,3,3
"731",902418,39,2,-2,4,57000,5,-2,-2,10,-2,-2,2,1,18,-2,-2,-2,4,1,7,1,1,4,2,1
"732",902421,39,1,3,3,93500,9,10,-2,7,10,4,1,1,8,-2,7,6,1,1,4,4,3,1,1,1
"734",902423,39,1,-2,3,61000,6,11,23,4,8,5,1,1,12,20,6,5,1,1,2,5,6,1,3,3
"736",902426,39,1,-2,3,0,7,4,9,5,8,5,1,1,4,10,5,6,1,1,2,6,6,1,3,3
"738",902431,38,2,-2,3,56000,11,12,18,7,6,6,1,1,11,20,5,6,1,1,3,4,3,1,3,3
"739",902434,39,1,-2,3,70000,5,8,-2,12,5,6,1,1,7,-2,8,5,1,1,4,4,6,1,3,3
"740",902435,39,1,-2,4,38000,2,11,-2,2,4,5,4,5,-27,-2,-27,-27,1,1,1,5,4,1,3,-3
"741",902438,39,1,-2,4,59000,7,4,13,8,11,5,1,1,5,15,10,7,1,1,1,7,4,1,3,3
"742",902439,39,2,-2,3,67500,8,-2,-2,-4,-2,-2,1,1,6,-2,-2,-2,3,1,5,4,4,2,3,2
"743",902440,39,1,3,3,69000,10,9,22,7,10,6,1,1,9,22,9,6,2,3,6,2,2,1,3,3
"745",902457,39,1,2,-3,40600,13,12,24,9,10,6,2,2,8,14,8,5,2,2,6,1,1,1,-3,-3
"748",902465,39,2,-2,3,148000,10,6,-2,7,6,6,2,1,7,-2,8,5,1,1,3,6,2,1,-3,-3
"751",902471,39,1,2,3,70000,14,9,19,11,12,6,2,1,-3,21,6,5,1,1,2,7,7,1,3,3
"752",902476,39,1,2,3,50125,10,10,-2,9,8,8,1,1,12,-2,6,5,1,1,1,7,7,1,3,3
"754",902482,39,1,-2,3,52400,9,18,26,7,4,6,1,1,15,18,10,5,1,1,1,7,7,1,3,3
"757",902489,40,1,3,3,73700,11,11,-2,9,6,5,1,1,13,-2,9,5,2,1,4,4,6,1,3,2
"758",902492,39,1,3,3,102500,12,-2,-2,10,-2,-2,1,1,11,-2,-2,-2,-3,3,3,-3,-3,2,3,3
"762",902502,39,1,3,3,67730,11,8,25,7,10,7,1,1,17,24,8,5,3,1,4,5,6,3,1,1
"765",902516,39,2,-2,3,66000,6,9,-2,6,10,6,1,1,9,-2,9,5,1,1,3,3,3,1,3,3
"766",902519,39,2,-2,3,25400,9,18,-2,4,6,4,3,3,10,-2,4,6,1,1,7,7,7,1,3,3
"767",902520,39,2,-2,4,47000,7,16,27,6,7,9,1,1,16,29,4,5,1,1,2,-3,6,1,-3,-3
"768",902526,39,1,2,2,45000,7,-4,16,10,7,4,1,1,11,13,5,7,1,2,5,2,2,1,3,3
"769",902527,39,2,-2,3,24000,8,21,-4,6,-5,-5,2,2,22,20,9,-5,1,1,4,7,6,3,1,1
"772",902531,39,2,-2,3,42000,5,11,-2,4,9,8,1,2,7,-2,5,5,1,1,2,7,5,2,3,3
"773",902538,39,2,-2,3,50600,5,7,29,3,8,9,1,1,9,22,10,5,1,1,6,3,5,1,3,3
"774",902542,39,2,-2,4,62000,5,10,-2,6,12,7,1,1,16,-2,10,5,3,2,7,2,2,4,3,3
"777",902575,38,2,-2,-3,54650,5,3,14,3,5,8,1,2,7,13,5,6,2,1,-3,-3,-3,1,-3,-3
"778",902576,39,2,-2,3,75400,4,7,-2,7,10,7,1,1,8,-2,9,5,1,1,6,6,6,1,3,3
"779",902577,38,1,-2,3,37400,5,10,-2,6,12,6,1,1,9,-2,6,8,1,1,4,7,7,1,2,1
"784",902602,38,2,-2,2,33000,12,15,-2,9,9,6,1,1,16,-2,5,7,1,1,6,4,4,1,3,3
"785",902607,38,1,-2,3,43000,12,-2,-2,9,-2,-2,1,1,14,-2,-2,-2,1,1,4,5,5,3,3,3
"786",902608,40,2,3,2,44400,9,-2,-2,9,-2,-2,2,1,9,-2,-2,-2,2,1,7,1,1,1,3,3
"787",902615,40,2,-2,3,56000,7,-2,-2,10,-2,-2,1,1,17,-2,-2,-2,1,1,2,6,6,1,3,3
"789",902622,39,2,2,3,3500,10,16,18,7,9,5,2,1,-4,-4,6,5,3,1,4,4,4,-3,2,2
"791",902630,39,2,-2,3,27400,9,11,23,8,6,6,2,1,12,29,8,5,1,1,-3,-3,-3,1,3,3
"793",902637,39,1,3,-3,91248,13,7,29,8,6,5,1,1,9,21,9,5,2,1,2,6,7,1,3,3
"794",902648,39,1,-2,3,44700,9,-2,-2,11,-2,-2,2,1,11,-2,-2,-2,1,1,4,4,4,1,3,3
"795",902651,38,2,-2,4,56000,4,11,28,6,6,5,1,2,11,33,8,4,1,1,2,6,6,1,3,3
"797",902663,39,2,-2,3,12000,4,6,21,6,8,7,1,1,11,17,6,3,3,1,5,4,4,1,3,2
"798",902668,40,1,-2,3,28000,12,-4,-2,10,0,5,1,2,6,-2,6,4,3,1,5,4,4,1,3,3
"800",902681,39,2,-2,3,0,4,13,11,6,0,8,2,1,10,13,0,4,1,1,5,7,4,1,3,3
"801",902682,39,1,-2,3,47000,8,9,-2,6,2,5,1,1,8,-2,5,3,1,1,5,6,3,1,3,3
"806",902711,39,1,1,3,54200,14,7,-2,5,7,8,2,2,10,-2,4,5,3,2,5,3,3,2,3,3
"808",902717,39,2,-2,3,108000,8,10,-2,5,9,9,1,1,11,-2,8,6,1,1,6,2,2,1,1,1
"809",902720,39,2,-2,4,0,5,-2,-2,2,-2,-2,1,1,9,-2,-2,-2,1,2,3,-3,-3,2,3,3
"811",902724,39,1,-2,3,46000,7,17,20,5,8,7,2,1,16,11,10,6,3,2,4,5,4,1,3,3
"812",902732,39,1,3,3,117000,12,15,20,10,12,5,2,1,12,-3,11,-2,1,1,2,7,7,1,3,3
"816",902742,39,2,3,3,45800,10,2,29,9,4,-3,1,1,-30,-30,-30,-30,1,1,1,7,7,1,3,3
"818",902744,39,1,-2,3,98000,10,-2,-2,7,-2,-2,2,2,6,-2,-2,-2,1,1,7,4,4,1,3,3
"821",902748,38,1,-2,3,41020,8,8,19,11,6,4,1,1,7,14,6,4,1,1,5,2,2,1,2,1
"823",902757,39,2,-2,3,57880,2,9,17,2,10,6,2,2,7,15,7,5,1,1,5,1,1,1,3,3
"825",902769,38,1,3,1,12500,8,-4,-2,-4,9,5,1,1,11,-2,9,6,1,1,1,7,7,1,3,2
"826",902774,39,2,-2,4,188000,10,-3,-2,11,6,8,1,1,7,-2,4,8,1,1,7,4,4,-3,3,3
"827",902775,39,1,-2,2,72000,9,10,-2,6,12,4,1,1,9,-2,0,3,1,1,2,2,2,1,3,3
"829",902782,39,2,3,2,110000,10,11,31,10,10,8,1,1,9,30,10,6,3,1,7,2,2,3,2,2
"830",902784,39,1,-2,3,53000,8,10,31,8,7,5,2,1,8,20,4,5,1,1,1,6,6,1,3,3
"832",902789,39,2,1,3,45000,10,8,-2,10,4,6,1,1,13,-2,5,5,1,1,1,7,7,1,3,2
"833",902791,39,1,2,3,184000,11,4,12,7,8,4,1,1,4,10,6,0,1,1,1,7,7,1,3,3
"835",902797,39,2,-2,3,82000,7,13,24,5,6,5,1,1,7,24,6,5,3,2,5,5,5,1,3,3
"837",902800,39,2,2,3,77100,7,-2,-2,5,-2,-2,1,1,9,-2,-2,-2,1,1,2,-3,7,5,3,3
"838",902804,39,1,-2,3,59000,8,9,-2,4,5,6,1,1,13,-2,7,4,4,1,7,5,5,1,3,3
"839",902805,39,1,3,1,254000,10,-2,-2,9,-2,-2,1,1,16,-2,-2,-2,4,2,7,3,4,1,3,3
"841",902810,38,2,-2,3,38000,9,12,26,8,7,8,2,1,9,24,8,7,3,-3,7,4,2,1,1,1
"843",902812,39,2,-2,-3,33000,6,4,-2,6,2,3,2,1,7,-2,4,4,2,1,7,5,4,1,3,3
"847",902827,39,2,-2,3,53800,13,21,-2,4,8,6,1,2,18,-2,8,8,1,1,7,1,1,1,3,3
"848",902832,38,1,-2,3,155000,9,6,-2,4,6,3,1,1,5,-2,5,5,2,1,3,6,6,1,3,3
"849",902833,39,2,-2,3,31600,7,14,-2,2,0,8,1,1,11,-2,6,3,1,1,7,7,4,1,2,2
"852",902843,39,2,2,4,280550,10,17,-2,6,7,5,1,1,18,-2,6,7,2,1,5,4,1,3,3,3
"853",902844,39,1,-2,3,44000,8,6,26,2,6,9,1,2,5,14,6,5,1,1,1,-3,7,1,3,3
